Site_ID,Site_Name,Latitude,Longitude,Project,COUNT,d2H,d18O
NLA06608-MN:11-0102,Island Lake,46.928377,-94.040807,EPA Lakes,1,-41.10386617,-4.06297524
NLA06608-MN:15-0010,Elk Lake,47.189468,-95.21841,EPA Lakes,1,-52.92090166,-5.729352592
NLA06608-MN:22-0074,Bass Lake,43.8192,-94.078777,EPA Lakes,1,-20.47320076,-1.159164673
NLA06608-MN:49-0140,Cedar Lake,45.813111,-94.636969,EPA Lakes,1,-43.69814702,-4.696014054
NLA06608-MN:51-0063,Sarah Lake,44.15457,-95.767078,EPA Lakes,1,-26.19337639,-2.459444967
NLA06608-MN:56-0306,Elbow Lake,46.292544,-95.748497,EPA Lakes,1,-36.94464579,-3.255807163
NLA06608-MN:61-0037,Lake Linka,45.490155,-95.364908,EPA Lakes,1,-36.61837655,-3.428067082
NLA06608-MN:74-0023,Beaver Lake,43.891574,-93.349755,EPA Lakes,1,-23.06452127,-2.076384187
NLA06608-MN:75-0200,Lake Hattie,45.528235,-96.074082,EPA Lakes,1,-28.41366612,-2.417920007
NLA06608-MN:77-0019,Mary Lake,45.768831,-94.670256,EPA Lakes,1,-41.20891742,-4.377448341
NLA06608-MN:87-0030,Wood Lake,44.684008,-95.532331,EPA Lakes,1,-21.32421038,-1.216927984
NLA06608-NELP-0253,Duck Lake,45.152049,-68.094876,EPA Lakes,1,-51.14439117,-6.768727327
NLA06608-NELP-0955,Debouille Lake,46.965959,-68.856993,EPA Lakes,1,-76.26997536,-10.28376391
NLA06608-NELP-1041,Tilden Pond,44.36243,-69.111684,EPA Lakes,1,-48.02909168,-6.40425223
NLA06608-NELP-1330,Island Pond,46.9518,-68.843,EPA Lakes,1,-73.30687079,-9.595842515
NLA06608-NELP-2155,Pushineer Pond,46.961173,-68.84294,EPA Lakes,1,-74.27612344,-9.803555398
NLA06608-NELP-3355,Upper Pond,46.944789,-68.853062,EPA Lakes,1,-73.39127359,-9.342588108
NLA06608-NELP-3586,Fourth Debsconeag Lake,45.752816,-69.077222,EPA Lakes,1,-68.46329056,-9.593655628
NLA06608-NH250L,Trout Pond,43.840363,-71.127398,EPA Lakes,1,-57.93793208,-7.055627685
NLA06608-NH4912,Willard Pond,43.023373,-72.01599,EPA Lakes,1,-54.33877631,-7.878025661
NLA06608-NV:2,Lamoille Lake,40.592943,-115.394285,EPA Lakes,1,-103.0166128,-12.8441234
NLA06608-NV:3,Angel Lake,41.026475,-115.087017,EPA Lakes,1,-104.5829285,-13.19294522
NLA06608-NV:4,Upper Pahranagat Lake,37.301656,-115.126627,EPA Lakes,1,-44.84519887,-1.330649071
NLA06608-OH:19,Argonne Lake,39.707435,-84.269652,EPA Lakes,1,-12.24587452,-0.554631151
NLA06608-OH:22,Miller Antrim Lake,40.080755,-83.032824,EPA Lakes,1,-21.70781055,-1.406408497
NLA06608-R10BULLTR,Bull Trout Lake,44.299985,-115.253959,EPA Lakes,1,-124.6988976,-16.53240325
NLA06608-R10CAPEHO,Cape Horn Lakes,44.412769,-115.130707,EPA Lakes,1,-122.8928349,-14.43619956
NLA06608-R10CHARLT,Chartlton Lake,43.7447,-121.972108,EPA Lakes,1,-75.08964991,-8.952690419
NLA06608-R10COUNCI,Council Lake,46.266753,-121.629648,EPA Lakes,1,-81.70144586,-11.16628921
NLA06608-R10DEERLA,Deer Lake,43.819275,-121.893625,EPA Lakes,1,-80.64121932,-9.5527145
NLA06608-R10FISHLA,Fish Lake,42.736902,-118.647249,EPA Lakes,1,-98.9240165,-12.2153085
NLA06608-R10FOURMI,Four Mile Lake,42.46935,-122.258622,EPA Lakes,1,-80.20879724,-10.20744001
NLA06608-R10RAINYL,Rainy Lake,48.501411,-120.737873,EPA Lakes,1,-117.4038429,-15.63373929
NLA06608-R10SQUAWL,Squaw Lakes,42.040047,-123.020334,EPA Lakes,1,-87.13326535,-11.65866267
NLA06608-R10ULAKE,U Lake,47.427764,-123.074122,EPA Lakes,1,-50.92762792,-5.60586016
NLA06608-R10YELLOW,Yellow Belly Lake,44.000621,-114.875721,EPA Lakes,1,-127.3570512,-16.25691247
NLA06608-R31,Piney Run Reservoir,39.39897,-76.98388,EPA Lakes,1,-37.48550189,-5.836204388
NLA06608-R314,Holiday Lake,37.394115,-78.637447,EPA Lakes,1,-30.82944995,-4.402341867
NLA06608-R315,Elkhorn Lake,38.328785,-79.227717,EPA Lakes,1,-43.72825527,-6.765293529
NLA06608-R318,Beaver Dam Reservoir,37.315287,-79.819212,EPA Lakes,1,-27.47808488,-3.823329203
NLA06608-R319,Harrison Lake,37.344722,-77.1802,EPA Lakes,1,-13.12533639,-2.721536718
NLA06608-R32,Savage River Reservoir,39.510833,-79.142764,EPA Lakes,1,-57.16250893,-8.356004201
NLA06608-R322,Philpott Reservoir,36.807826,-80.079728,EPA Lakes,1,-28.48557083,-4.705130618
NLA06608-R323,Lake Burnt Mills,36.841537,-76.649661,EPA Lakes,1,-18.26711381,-2.196820595
NLA06608-R324,Little Creek Reservoir,37.357963,-76.830652,EPA Lakes,1,-10.85623046,-0.88178633
NLA06608-R326,Diascund Creek Reservoir,37.43234,-76.906472,EPA Lakes,1,-17.16045224,-2.229838985
NLA06608-R328,Gatewood Reservoir,37.042659,-80.87554,EPA Lakes,1,-32.58627387,-5.217469838
NLA06608-R333,Waller Mill Reservoir,37.303695,-76.707685,EPA Lakes,1,-21.81480335,-3.160741335
NLA06608-R334,Sleepy Creek Lake,39.514306,-78.156495,EPA Lakes,1,-40.28585886,-5.48448336
NLA06608-R336,Boley Lake,37.974885,-80.953739,EPA Lakes,1,-36.00519695,-5.055095749
NLA06608-R34,Beaverdale Reservoir,40.270346,-78.682256,EPA Lakes,1,-51.57826995,-7.7230553
NLA06608-R5:KATHRYN,Lake Sainte Kathryn,46.381969,-88.724713,EPA Lakes,1,-47.04565197,-4.19178479
NLA06608-R5:OTTAWA,Lake Ottawa,46.083918,-88.76232,EPA Lakes,1,-61.75706387,-7.927725631
NLA06608-R7101,Pelican Lake,42.526174,-100.668437,EPA Lakes,1,-19.31695996,-0.449515695
NLA06608-R7103,Watts Lake,42.578207,-100.688615,EPA Lakes,1,-19.19129483,-0.534216394
NLA06608-R7104,Long Lake,42.526966,-100.717256,EPA Lakes,1,-17.23136168,0.138945963
NLA06608-R7106,Wagon Train Lake,40.630491,-96.583853,EPA Lakes,1,-19.53089379,-2.25457368
NLA06608-R715,George Wyth Lake,42.535944,-92.4014,EPA Lakes,1,-34.23532718,-4.583423306
NLA06608-R716,Green Belt Lake,42.479229,-92.388594,EPA Lakes,1,-31.04179154,-3.420482743
NLA06608-R723,Cowley County State Lake,37.09209,-96.798912,EPA Lakes,1,-25.59072963,-3.868823465
NLA06608-R728,Harveyville Lake,38.791331,-95.979428,EPA Lakes,1,-14.95431153,-1.70212684
NLA06608-R730,Lake Kahola,38.522226,-96.42668,EPA Lakes,1,-16.08419954,-2.089318678
NLA06608-R733,Louisburg State Fishing Lake,38.50443,-94.68362,EPA Lakes,1,-26.27176015,-3.696460801
NLA06608-R736,Melvern Lake,38.494153,-95.815771,EPA Lakes,1,-21.04958294,-3.247410267
NLA06608-R746,Mound City Lake,38.1274,-94.8906,EPA Lakes,1,-27.18875332,-4.749618493
NLA06608-R750,Pottawatomie County State Lake,39.469161,-96.410034,EPA Lakes,1,-24.27528368,-3.781359705
NLA06608-R759,Wilson Lake,38.948542,-98.568716,EPA Lakes,1,-9.84209616,0.222449614
NLA06608-R764,Murray Gill Lake,37.232374,-96.195593,EPA Lakes,1,-20.01210127,-3.458316135
NLA06608-R767,Council Bluff Lake,37.726925,-90.917282,EPA Lakes,1,-26.73984768,-3.61861002
NLA06608-R769,Fourche Lake,36.636707,-91.054054,EPA Lakes,1,-24.88451353,-4.010515205
NLA06608-R770,Loggers Lake,37.386994,-91.261113,EPA Lakes,1,-28.5930695,-4.305364954
NLA06608-R772,Lake Northwood,38.428911,-91.480991,EPA Lakes,1,-18.25538118,-1.276678269
NLA06608-R775,Lake Wauwanoka,38.228213,-90.53646,EPA Lakes,1,-19.96634353,-1.666461883
NLA06608-R784,Box Butte Reservoir,42.458365,-103.116433,EPA Lakes,1,-79.78694515,-8.753539748
NLA06608-R788,Duck Lake,42.5433,-100.7275,EPA Lakes,1,-19.84111616,-0.279472723
NLA06608-R791,Goose Lake,41.779509,-102.446229,EPA Lakes,1,-18.07863874,-0.09057796
NLA06608-R792,Hackberry Lake,41.731631,-102.436342,EPA Lakes,1,-20.59298456,-0.208346811
NLA06608-R796,Island Lake,41.734746,-102.397543,EPA Lakes,1,-15.05319355,0.603728424
NLA06608-TX:10,Inks Lake,30.751822,-98.408858,EPA Lakes,1,-10.54901591,-1.565012919
NLA06608-TX:14,Buchanan Lake,30.751822,-98.408858,EPA Lakes,1,-12.28888712,-1.990432307
NLA06608-TX:15,Lake Cisco,32.441373,-98.99129,EPA Lakes,1,-3.711403593,-0.172720407
NLA06608-TX:19,Lake Jacksonville,31.917152,-95.293713,EPA Lakes,1,-5.798008896,-0.698714932
NLA06608-TX:22,Lake Murvaul,32.044428,-94.464052,EPA Lakes,1,-15.90527341,-2.675626942
NLA06608-TX:27,O C Fisher Lake,31.49062,-100.50987,EPA Lakes,1,-15.92140871,-1.661670341
NLA06608-TX:29,Stillhouse Hollow Lake,31.003513,-97.609119,EPA Lakes,1,-13.24319789,-2.109583119
NLA06608-TX:30,Wright Patman Lake,33.249977,-94.332424,EPA Lakes,1,-9.075267661,-1.577657362
NLA06608-TX:5,Choke Canyon Reservoir,28.503123,-98.389969,EPA Lakes,1,-9.052825446,-1.398304852
NLA06608-WI:LOWES,Lowes Lake,43.218375,-88.311533,EPA Lakes,1,-53.50889044,-7.932563245
NLA06608-WI:SY,Sy Lake,43.958982,-87.943978,EPA Lakes,1,-51.91601095,-6.62956596
