Site_ID,Site_Name,Latitude,Longitude,Project,COUNT,d2H,d18O
NLA06608-0001,Lake Wurdeman,48.97902855,-114.0218399,EPA Lakes,1,-120.2369815,-15.73392985
NLA06608-0002,Crane Pond,33.03606404,-79.98379054,EPA Lakes,2,4.008347439,1.854044955
NLA06608-0003,Wilderness Lake,28.04774206,-97.85986605,EPA Lakes,2,-4.765588406,-0.33477045
NLA06608-0004,Puett Reservoir,37.41662013,-108.4045832,EPA Lakes,2,-57.73684072,-6.415816644
NLA06608-0005,Perkins Lake,43.92920926,-114.8403862,EPA Lakes,2,-127.044324,-16.19824049
NLA06608-0006,Morris Reservoir,41.68314624,-73.1465177,EPA Lakes,2,-44.3304322,-6.70791591
NLA06608-0007,Spring Lake,45.58064546,-92.04001797,EPA Lakes,2,-39.93230796,-3.452523013
NLA06608-0008,Lake Ahquabi,41.29211104,-93.59040488,EPA Lakes,2,-23.08689825,-1.988923082
NLA06608-0010,Bogie Lake,42.61823014,-83.50588771,EPA Lakes,2,-35.04642152,-3.25166159
NLA06608-0012,Cushing Lake,35.99078823,-96.87178731,EPA Lakes,2,-20.6906643,-3.243920727
NLA06608-0013,Mirror Lake,39.97428032,-74.56255123,EPA Lakes,2,-34.69984004,-5.529097594
NLA06608-0014,Unnamed Lake,47.83492738,-100.5756807,EPA Lakes,2,-39.78512448,-2.727732904
NLA06608-0015,Caballo Reservoir,33.0071076,-107.2747938,EPA Lakes,2,-71.77970337,-8.844361215
NLA06608-0016,Lake Maloney,41.03025217,-100.7797567,EPA Lakes,2,-73.68196176,-8.259633765
NLA06608-0019,Doyles Lake,46.36688788,-99.51185877,EPA Lakes,2,-40.13151169,-4.127680163
NLA06608-0020,Mill Creek Lake,39.40817838,-87.81380832,EPA Lakes,2,-41.33852147,-5.437562409
NLA06608-0021,Canandaigua Lake,42.77191973,-77.3095481,EPA Lakes,2,-58.24434477,-7.557910136
NLA06608-0023,Birdbath Lake,31.14849172,-97.745332,EPA Lakes,2,-10.2677679,-1.841495944
NLA06608-0024,Lake Palestine,32.1220497,-95.48843409,EPA Lakes,2,-11.95399369,-2.136186183
NLA06608-0025,Kings Mountian #1 Lake,35.20132137,-81.34573084,EPA Lakes,2,-18.70755881,-2.651522169
NLA06608-0029,Red Mill Pond,38.75601051,-75.21503793,EPA Lakes,2,-25.81023782,-3.533270215
NLA06608-0031,Caldwell Lake,39.77645357,-81.51745185,EPA Lakes,2,-31.25819109,-4.770820229
NLA06608-0033,Swamp,47.31108363,-121.2990598,EPA Lakes,2,-76.93035939,-9.459110256
NLA06608-0036,Whoople Cat Lake,37.47735404,-88.32737922,EPA Lakes,2,-23.31797885,-3.056509775
NLA06608-0037,Lake Waramaug,41.69699293,-73.36398551,EPA Lakes,2,-44.75304687,-6.549971942
NLA06608-0038,Island Pond,44.79759122,-71.86971736,EPA Lakes,2,-74.82983988,-9.940955156
NLA06608-0041,Summersville Lake,38.22694093,-80.85405519,EPA Lakes,2,-49.14917772,-7.939827558
NLA06608-0042,Willow Park Reservoir,44.45823517,-107.0403753,EPA Lakes,2,-130.8576391,-17.18472292
NLA06608-0043,Messick Lake,41.553395,-85.44424168,EPA Lakes,2,-40.28987944,-5.24183694
NLA06608-0044,Steverson Lake,42.4048448,-101.7024805,EPA Lakes,2,-42.36772982,-3.739577857
NLA06608-0045,Beaver Pond,37.29320486,-77.88986113,EPA Lakes,2,-28.96264091,-4.438838101
NLA06608-0048,Nolen Blue Hole,36.7872968,-89.17572548,EPA Lakes,2,1.759727535,2.114163944
NLA06608-0049,Clear Creek Reservoir,45.06232667,-117.1533553,EPA Lakes,1,-114.8075963,-15.36487562
NLA06608-0050,Adder Pond,43.44601793,-71.80868659,EPA Lakes,2,-52.59544501,-6.938898602
NLA06608-0053,South Bay Lake Champlain,43.55819295,-73.43960723,EPA Lakes,2,-58.06161374,-7.756233429
NLA06608-0057,Lake Lee,34.96189211,-80.51686138,EPA Lakes,2,-14.39477819,-1.68362139
NLA06608-0061,Alamo,34.24558153,-113.5793644,EPA Lakes,2,-42.91113127,-3.910336076
NLA06608-0062,(Unnamed Lake),47.32067994,-99.74629427,EPA Lakes,2,-36.14073696,-2.980992446
NLA06608-0064,Fitzpatrick Lake,48.8940613,-112.1680165,EPA Lakes,2,-76.21498469,-6.106959334
NLA06608-0065,Sophie Lake,48.96243381,-115.116608,EPA Lakes,2,-122.0738472,-15.64489861
NLA06608-0066,Youghiogheny River Lake,39.76851425,-79.38081778,EPA Lakes,2,-54.00850315,-8.116051659
NLA06608-0068,Trout Lake,37.82447614,-107.8853911,EPA Lakes,2,-95.20498981,-13.38253537
NLA06608-0069,Horseshoe Lake,28.63735951,-81.13759704,EPA Lakes,2,6.925989647,1.890061898
NLA06608-0071,Lake Concordia,31.66683993,-91.50916933,EPA Lakes,2,9.017802456,2.512131952
NLA06608-0072,NRCS Site #6,32.23766222,-98.40515204,EPA Lakes,2,-10.51622933,-1.590493877
NLA06608-0073,Soda Lake,39.52477029,-118.878391,EPA Lakes,2,-38.56326837,-0.034941582
NLA06608-0076,Smithville,39.41441295,-94.49793062,EPA Lakes,2,-14.54502285,-1.856273054
NLA06608-0077,Mount Hope Lake,40.92704692,-74.53388264,EPA Lakes,2,-25.43449615,-2.830785462
NLA06608-0078,Unknown,48.17781123,-100.2942095,EPA Lakes,2,-38.84532356,-2.795570544
NLA06608-0079,Trappers Lake,39.98585506,-107.2317809,EPA Lakes,2,-122.6157605,-16.12575059
NLA06608-0080,Hannaberry Lake,34.1200351,-91.56105203,EPA Lakes,2,-8.527681238,-0.751270646
NLA06608-0081,Armstrong Lake,48.22612028,-122.1241675,EPA Lakes,2,-55.56774646,-6.230576046
NLA06608-0083,Camp Lake,45.95096444,-99.13645049,EPA Lakes,2,-33.4179783,-2.78590949
NLA06608-0085,Blacks Creek Reservoir,43.46045448,-116.1414317,EPA Lakes,2,-59.94140998,-3.259389245
NLA06608-0086,Lacamas Lake,45.61657075,-122.4260347,EPA Lakes,2,-61.65606193,-8.429598474
NLA06608-0089,Rhodhiss,35.7733743,-81.54174586,EPA Lakes,2,-30.0215625,-4.858341361
NLA06608-0090,Black Lake,42.93075473,-109.6534609,EPA Lakes,2,-110.8353761,-13.08362594
NLA06608-0091,Cedar Lake,41.36944118,-87.43213825,EPA Lakes,2,-30.92960987,-4.048703087
NLA06608-0099,Lake Oconomowoc,43.09951588,-88.45255303,EPA Lakes,2,-44.0922711,-5.755751562
NLA06608-0101,Riga Lake,42.02167966,-73.48227989,EPA Lakes,1,-48.62977047,-6.778914033
NLA06608-0102,HOWARD POND,44.50713663,-70.72328312,EPA Lakes,1,-66.35508205,-9.059192699
NLA06608-0104,Kingman County State Lake,37.65529355,-98.26265148,EPA Lakes,2,-19.7878552,-2.334519021
NLA06608-0105,Piute Reservoir,38.2350209,-112.2015025,EPA Lakes,2,-92.77684844,-11.27249988
NLA06608-0107,Cheeseboro Lake,41.65016117,-85.08175821,EPA Lakes,1,-24.84498874,-1.683380694
NLA06608-0110,Pickerel,46.86973364,-95.72856324,EPA Lakes,1,-39.88777093,-3.583413138
NLA06608-0111,West Branch Reservoir (AKA M.J.Kirwan Reservoir),41.13540548,-81.13692241,EPA Lakes,1,-51.00861534,-6.920935907
NLA06608-0112,Lake Vandalia,39.01266111,-89.14408234,EPA Lakes,1,-37.91128637,-5.01494186
NLA06608-0113,Lake Parker,44.71864202,-72.23412171,EPA Lakes,1,-75.02950274,-10.68758937
NLA06608-0115,Marl Lake,44.32355428,-89.19099056,EPA Lakes,1,-62.38758367,-8.872784329
NLA06608-0116,Cochiti Lake,35.66653924,-106.3013899,EPA Lakes,1,-84.7701004,-10.95333764
NLA06608-0120,Keystone,36.16292985,-96.36834536,EPA Lakes,2,-25.99625972,-4.108773971
NLA06608-0124,North Twin Lake,42.14001905,-101.8094915,EPA Lakes,1,-23.25281549,-0.485812365
NLA06608-0126,Unnamed Lake,47.19305824,-99.32424356,EPA Lakes,2,-40.57576169,-3.96573281
NLA06608-0127,Becker Lake,34.15364617,-109.3063643,EPA Lakes,1,-19.62090217,0.273571216
NLA06608-0128,Twin Reservoir,48.75289143,-109.2416928,EPA Lakes,2,-84.97059943,-8.387977116
NLA06608-0129,Ashley Lake,48.21240982,-114.5994561,EPA Lakes,2,-93.22206443,-9.891830867
NLA06608-0130,Pena Blanca Lake,31.40138437,-111.0870104,EPA Lakes,1,-42.60692266,-5.062272162
NLA06608-0132,Wheatfields Lake,36.20871918,-109.0936327,EPA Lakes,1,-57.18956654,-5.843878869
NLA06608-0134,West Hill Pond,41.88000298,-73.04056323,EPA Lakes,1,-38.27775987,-5.274666962
NLA06608-0137,Upper Twin Lakes,38.14855815,-119.3636363,EPA Lakes,1,-104.9745662,-14.23241796
NLA06608-0139,Palestine Lake,41.17205162,-85.93794192,EPA Lakes,1,-37.40133795,-4.946639198
NLA06608-0140,Clear Creek Lake,39.639176,-95.45270584,EPA Lakes,1,-11.30588606,-1.677299375
NLA06608-0141,Noxontown Pond,39.41622694,-75.68870871,EPA Lakes,1,-28.22975622,-4.327458303
NLA06608-0142,Plum Lake,45.99791162,-89.54369029,EPA Lakes,1,-52.58733231,-6.240295503
NLA06608-0144,Miller Creek Reservoir,33.39525121,-99.39138265,EPA Lakes,2,-9.077642509,-0.712542993
NLA06608-0148,Princes East,39.34860511,-86.1080157,EPA Lakes,1,-32.60608777,-4.551922264
NLA06608-0149,Lake Nephawin,41.63340269,-76.84081042,EPA Lakes,1,-46.01966084,-6.163691582
NLA06608-0150,Sebasticook Lake,44.84955975,-69.2311707,EPA Lakes,1,-59.23553262,-8.080697363
NLA06608-0152,Fuqua,34.59440722,-97.68636485,EPA Lakes,1,-12.69846515,-1.553527346
NLA06608-0153,Spring Creek,37.21418362,-78.62538711,EPA Lakes,1,-28.56972386,-4.535189949
NLA06608-0155,Long Lake,42.37328848,-88.12714851,EPA Lakes,1,-34.50971672,-4.116378896
NLA06608-0158,Blueberry Lake,45.88100581,-91.24994528,EPA Lakes,1,-32.64489114,-2.625854805
NLA06608-0161,Lake Tarpon,28.1024337,-82.72114525,EPA Lakes,1,8.047692595,1.514673194
NLA06608-0162,Sip Pond,42.73356694,-72.10321054,EPA Lakes,1,-41.50731332,-5.125858731
NLA06608-0167,South Lake,44.9419591,-94.03191284,EPA Lakes,2,-19.75005005,-0.971952928
NLA06608-0168,Elm Creek Lake,37.75822313,-94.85392322,EPA Lakes,1,-16.75785167,-2.74127905
NLA06608-0169,Forsyth Reservoir,38.51725431,-111.5318192,EPA Lakes,2,-113.1621338,-14.67052653
NLA06608-0170,Tallman Lake,43.9911006,-86.10688883,EPA Lakes,1,-38.63720731,-3.396811639
NLA06608-0173,Ramer Lake,33.07333126,-115.5092281,EPA Lakes,1,-48.95573173,-2.509279277
NLA06608-0174,Pebble Lake,46.25212358,-96.0363618,EPA Lakes,2,-35.8243818,-3.173847126
NLA06608-0175,Lake Lakengren,39.68102041,-84.68705386,EPA Lakes,1,-33.18626001,-4.740489506
NLA06608-0176,Blackfish Lake,35.14239477,-90.45779851,EPA Lakes,1,-16.38246845,-2.474687007
NLA06608-0177,Silver,43.89203643,-73.05232335,EPA Lakes,1,-69.93735943,-10.03286715
NLA06608-0179,,44.36456222,-101.0545158,EPA Lakes,2,-15.78623253,1.583917424
NLA06608-0180,Frederick Lake,34.51894059,-98.88132868,EPA Lakes,1,-25.36008437,-3.705395315
NLA06608-0181,June Lake,37.78861101,-119.0740544,EPA Lakes,1,-59.56221409,-3.298976619
NLA06608-0183,Wapogasset Lake,45.32624711,-92.42496232,EPA Lakes,1,-47.80520706,-5.161690787
NLA06608-0184,Heritage Park Lake,38.83461964,-94.74900513,EPA Lakes,1,-18.37488952,-2.477628461
NLA06608-0185,Lake Naomi,41.11130456,-75.45750462,EPA Lakes,1,-39.96711676,-5.512769711
NLA06608-0189,Middle Wheeling Creek,40.02942387,-80.57939847,EPA Lakes,2,-41.84237923,-6.327805207
NLA06608-0190,Upper Hatch,47.67254307,-93.75949137,EPA Lakes,1,-42.08174926,-2.850009793
NLA06608-0191,Lake Natahala,35.16783478,-83.66709127,EPA Lakes,1,-32.0343466,-5.395534954
NLA06608-0193,Gorge,48.70438576,-121.1758404,EPA Lakes,1,-114.1808852,-15.55582323
NLA06608-0195,,46.89197546,-99.08101063,EPA Lakes,1,-55.49123305,-6.691706712
NLA06608-0196,MD Borah Lake,38.77692521,-88.06164584,EPA Lakes,1,-32.30680641,-4.25507594
NLA06608-0198,Hinkley's Pond,41.71307603,-70.08954132,EPA Lakes,1,-22.45392282,-2.974777628
NLA06608-0201,French Meadows Reservoir,39.11225012,-120.4416484,EPA Lakes,1,-76.71393248,-10.61485791
NLA06608-0203,Lewis Smith Reservoir,34.00633269,-87.31609868,EPA Lakes,1,-16.71061907,-2.833691141
NLA06608-0204,Turkey Creek Site 6 Reservoir,35.43592446,-99.24197456,EPA Lakes,1,-20.79740736,-2.387139616
NLA06608-0207,Mahaffey Lake,32.60301252,-84.81807605,EPA Lakes,2,7.190153317,2.345587192
NLA06608-0208,Lake Hogue,35.58384499,-90.96329594,EPA Lakes,1,6.160076464,2.281992483
NLA06608-0209,Lake Sammamish,47.57601003,-122.0836788,EPA Lakes,2,-63.38124649,-8.154526778
NLA06608-0211,Allen Lake,47.46534213,-95.76982211,EPA Lakes,1,-35.95709643,-3.140437604
NLA06608-0212,Monroe Lake,39.02766863,-86.46847503,EPA Lakes,1,-36.05525366,-5.663606838
NLA06608-0215,Nest Lake,45.2593824,-94.96441345,EPA Lakes,1,-43.54331476,-4.905618878
NLA06608-0216,Cedar Creek Lake,40.3285507,-96.52877618,EPA Lakes,1,-11.13489186,-0.862054897
NLA06608-0217,Lake Orange,36.15288306,-79.1460479,EPA Lakes,1,-18.95936351,-2.54005798
NLA06608-0219,Skinner Lake,41.40043649,-85.37102925,EPA Lakes,1,-45.34848655,-5.814347729
NLA06608-0220,East Twin Lake,42.50465482,-100.5303638,EPA Lakes,1,-18.09982417,0.317368122
NLA06608-0221,Jolly Pond,37.29913592,-76.82122952,EPA Lakes,1,-23.68770885,-3.529033078
NLA06608-0222,Tioga Dam,48.40689317,-102.9398075,EPA Lakes,1,-44.78966743,-3.806665285
NLA06608-0223,Swan Lake,33.58413004,-84.20752986,EPA Lakes,2,-13.62313802,-1.719719435
NLA06608-0224,Lake Hanna,37.64783657,-90.58984208,EPA Lakes,2,-14.90649185,-1.415088935
NLA06608-0225,Nilan Reservoir,47.48039976,-112.5389845,EPA Lakes,2,-113.4881174,-13.16384142
NLA06608-0226,Voydatch Pond,43.19952563,-71.24740864,EPA Lakes,1,-48.31011017,-6.063345543
NLA06608-0228,Holbrook Reservoir,38.06219707,-103.6093941,EPA Lakes,2,-83.34822568,-9.83545037
NLA06608-0229,Long Lake,43.95295544,-74.449008,EPA Lakes,1,-69.27233705,-9.343123713
NLA06608-0234,Pine Lake,43.21855689,-85.46799659,EPA Lakes,1,-27.97519888,-1.724350603
NLA06608-0235,Tippecanoe Lake,41.3229061,-85.75477789,EPA Lakes,1,-42.77256701,-5.736507533
NLA06608-0237,Dacey Reservoir Lower,38.38849036,-115.1177953,EPA Lakes,2,-92.36493833,-9.535556314
NLA06608-0238,Pelican Lake,46.57881675,-94.17531685,EPA Lakes,1,-31.62482598,-2.611988579
NLA06608-0239,Nickajack Lake,35.01895093,-85.55980719,EPA Lakes,1,-30.8203644,-5.201585056
NLA06608-0240,Nelson Reservoir,48.47756954,-107.5902123,EPA Lakes,1,-108.504339,-11.90604046
NLA06608-0241,Oneida Narrows,42.29154287,-111.7292621,EPA Lakes,1,-91.65675954,-9.753117438
NLA06608-0242,Pachaug Pond,41.56832304,-71.91051169,EPA Lakes,1,-33.46175962,-4.813526629
NLA06608-0243,Lake Oahe,44.73647289,-100.7421974,EPA Lakes,1,-106.6727785,-12.9799921
NLA06608-0244,Lake Kemp,33.73938795,-99.23199838,EPA Lakes,1,-7.260900506,-0.236543337
NLA06608-0245,Lake Curry,38.36396781,-122.1300516,EPA Lakes,1,-19.62319148,-1.756423274
NLA06608-0247,Wall Lake,43.53474213,-96.96004,EPA Lakes,1,-27.4393928,-2.161562678
NLA06608-0253,HZ Smith Lake,32.47736836,-81.83068716,EPA Lakes,1,-11.16790024,-0.078172318
NLA06608-0254,Twin Lakes,47.96678307,-99.09494995,EPA Lakes,1,-50.87499595,-4.700990222
NLA06608-0255,Wonder Lake,35.94835771,-85.31930179,EPA Lakes,1,-6.076117791,-0.054720493
NLA06608-0257,Koocanusa Reservoir,48.54139505,-115.2253416,EPA Lakes,1,-132.7895119,-17.49349876
NLA06608-0259,,46.37421211,-98.99123974,EPA Lakes,1,-51.00294427,-6.22451812
NLA06608-0260,Heron Reservoir,36.67343618,-106.6907196,EPA Lakes,1,-78.21282106,-10.45185847
NLA06608-0268,Okemah Lake,35.50848975,-96.32121976,EPA Lakes,1,-13.29533578,-2.198701997
NLA06608-0271,Lucys Pond,40.47787067,-83.87906608,EPA Lakes,1,-33.31552344,-4.481844146
NLA06608-0275,Mud Lake,46.27199075,-99.38087643,EPA Lakes,1,-38.97210582,-4.144324514
NLA06608-0276,McReynolds Reservoir,38.77637097,-105.0043919,EPA Lakes,1,-85.18295642,-10.94627999
NLA06608-0277,Lake Walcott,42.6781739,-113.4006122,EPA Lakes,1,-125.1254698,-16.18092457
NLA06608-0279,North Eagle,44.19244227,-93.8978566,EPA Lakes,1,-19.7997432,-1.027272028
NLA06608-0280,McElvaney Lake,32.08989492,-95.89426355,EPA Lakes,1,-9.323758801,-1.613636719
NLA06608-0281,Lake Fisher,35.49457482,-80.57559837,EPA Lakes,1,-17.3817224,-2.866338935
NLA06608-0283,Lake Demopolis,32.51233098,-87.85257456,EPA Lakes,1,-16.47099252,-2.292249765
NLA06608-0284,,34.9138437,-98.73027981,EPA Lakes,1,-23.55034121,-3.687207143
NLA06608-0285,Records Pond,38.55948746,-75.56227311,EPA Lakes,1,-34.16309447,-5.359471755
NLA06608-0286,Silver Lake,46.15225085,-88.82970363,EPA Lakes,1,-46.02269391,-4.091591025
NLA06608-0290,Junipers Reservoir,42.19565154,-120.5256858,EPA Lakes,2,-71.34290115,-6.69508211
NLA06608-0291,Green Lake,43.81382063,-88.99784821,EPA Lakes,1,-41.95139102,-5.573260189
NLA06608-0293,Lake Kenosia,41.38426053,-73.50316356,EPA Lakes,1,-41.47118568,-6.125774211
NLA06608-0294,Derby Lake,44.95223074,-72.11517323,EPA Lakes,1,-69.8148465,-9.12819718
NLA06608-0295,Long Lake,45.18747233,-97.63176411,EPA Lakes,1,-31.33992465,-3.480267892
NLA06608-0297,Boatwright Farm Pond,33.84097049,-81.67207159,EPA Lakes,1,8.606049768,3.149896192
NLA06608-0299,Round Lake,41.45660059,-85.2449775,EPA Lakes,1,-42.54506455,-5.574739123
NLA06608-0302,,45.91703876,-97.02426153,EPA Lakes,1,-38.51197202,-4.08754517
NLA06608-0303,Holiday Lake,41.08805669,-82.72837965,EPA Lakes,1,-35.57315303,-5.031270614
NLA06608-0306,Moon Reservoir,43.41788272,-119.4133477,EPA Lakes,1,-76.44126848,-6.335357881
NLA06608-0312,,38.81717464,-95.54639054,EPA Lakes,1,-39.98356228,-5.370859685
NLA06608-0313,City Lake,34.88602671,-79.6893777,EPA Lakes,1,-17.91011004,-2.203233191
NLA06608-0318,Lost Lake,47.46148555,-92.43469487,EPA Lakes,1,-63.28318802,-7.511623307
NLA06608-0319,Coneross Creek Reservoir,34.72229815,-83.11204858,EPA Lakes,1,-23.38958798,-4.01575812
NLA06608-0324,Lake Bonaventure,36.94420902,-82.20271516,EPA Lakes,1,-30.07512945,-4.340246835
NLA06608-0325,Lawne Lake,28.56369452,-81.43794893,EPA Lakes,1,3.085752462,0.793345017
NLA06608-0326,Groton Reservoir,41.35719487,-72.04012641,EPA Lakes,1,-31.13962309,-4.50438068
NLA06608-0327,Thornburg Lake,31.70973689,-91.37124941,EPA Lakes,1,1.990941989,1.145861877
NLA06608-0328,Cross Lake,32.515555,-93.87023429,EPA Lakes,2,-10.34695,-1.402244798
NLA06608-0330,Lake Besser,45.06291593,-83.45698555,EPA Lakes,1,-67.74767273,-9.120342078
NLA06608-0332,Tenkiller Ferry Lake,35.64054377,-94.96969524,EPA Lakes,1,-24.62361441,-4.048777106
NLA06608-0333,Round Valley Reservoir,40.62803319,-74.85056841,EPA Lakes,1,-33.59498942,-4.888679185
NLA06608-0334,Buffalo Lodge Lake,48.31405586,-100.758717,EPA Lakes,1,-70.5553612,-6.815345626
NLA06608-0337,Cranberry,48.39382391,-122.6562431,EPA Lakes,1,-37.8752853,-3.018484218
NLA06608-0339,,46.11443869,-99.42452982,EPA Lakes,1,-34.32256966,-2.960977845
NLA06608-0340,Nichols Reservoir,35.69079767,-105.8760128,EPA Lakes,1,-71.21144083,-9.776020277
NLA06608-0341,Oneida Lake,43.20849339,-75.93516194,EPA Lakes,1,-68.14390784,-9.8961025
NLA06608-0343,Lake Alice,44.87173399,-96.63532038,EPA Lakes,1,-24.31805252,-2.053401405
NLA06608-0344,Branched Oak Lake,40.96440578,-96.87657153,EPA Lakes,1,-18.6883354,-1.614491856
NLA06608-0345,Lake Lanier,36.6584792,-79.84411222,EPA Lakes,1,-27.78032812,-4.066997273
NLA06608-0350,Price Lake,45.7646886,-90.6606696,EPA Lakes,1,-49.22772545,-6.270167718
NLA06608-0354,Haynes Reservoir,42.51316899,-71.80704144,EPA Lakes,1,-44.2221673,-6.003720135
NLA06608-0356,Lake Number Twelve,36.5624187,-104.5942811,EPA Lakes,1,-40.50871697,-2.965684642
NLA06608-0357,Buckley-Dunton,42.31280493,-73.13778739,EPA Lakes,1,-49.65930928,-6.651470471
NLA06608-0358,Little Greenough Pond,44.84025867,-71.13479653,EPA Lakes,1,-73.16360116,-9.966639163
NLA06608-0359,Big Stone Lake,45.40860134,-96.62636247,EPA Lakes,1,-56.81768073,-7.62997669
NLA06608-0361,Lake Wylie,35.02063348,-81.04741516,EPA Lakes,1,-22.39625085,-3.34905242
NLA06608-0363,Palmer Lake,41.93460679,-85.33088977,EPA Lakes,1,-47.11941013,-6.546570131
NLA06608-0366,Straight Lake,46.94267011,-95.26723865,EPA Lakes,1,-71.4888699,-9.505890148
NLA06608-0367,La Due Reservoir,41.36496934,-81.22089462,EPA Lakes,1,-52.04853683,-6.862333907
NLA06608-0369,Caspian Lake,44.58635561,-72.31186438,EPA Lakes,1,-67.87707887,-9.2016942
NLA06608-0372,Brush Hollow Reservoir,38.4638561,-105.0515471,EPA Lakes,1,-81.35615827,-10.01383795
NLA06608-0373,Lake Arrowhead,34.25648145,-117.1853787,EPA Lakes,1,-28.65907049,-1.63041506
NLA06608-0376,Skiatook Lake,36.30884018,-96.12859695,EPA Lakes,1,-10.64031397,-1.841386791
NLA06608-0377,Sunbury WS #5,40.86340465,-76.77414252,EPA Lakes,1,-40.63425335,-5.064145576
NLA06608-0378,Willow Creek Reservoir,47.55716773,-112.4475051,EPA Lakes,1,-114.4501008,-13.77381058
NLA06608-0384,Willow Lake,48.71606442,-103.1433201,EPA Lakes,1,-58.16159545,-5.261327948
NLA06608-0385,Green Lake,48.24355,-112.8672712,EPA Lakes,1,-62.33879878,-3.815107047
NLA06608-0386,Lake Altoona,40.49157546,-78.46066192,EPA Lakes,1,-50.70362741,-7.482725259
NLA06608-0388,Cannon Creek Lake,36.68164988,-83.70494798,EPA Lakes,2,-25.63801713,-3.345322672
NLA06608-0393,Tulloch Reservoir,37.89444471,-120.5721188,EPA Lakes,1,-82.74324502,-11.3085469
NLA06608-0395,Lay Reservoir,33.09780391,-86.48006432,EPA Lakes,1,-17.34743076,-3.130355753
NLA06608-0399,Hi-Land Lake,42.42304224,-83.99670111,EPA Lakes,1,-38.82626704,-5.05069233
NLA06608-0401,Long Lake,47.17784258,-68.23140034,EPA Lakes,1,-73.62629577,-10.09842678
NLA06608-0402,Powers Pond,42.88974892,-124.0780934,EPA Lakes,2,-40.79289496,-4.857718083
NLA06608-0403,Cass Lake,47.39595432,-94.56183848,EPA Lakes,1,-56.05019481,-6.157234089
NLA06608-0405,Lake Stanmore,41.97137282,-75.87948445,EPA Lakes,1,-52.70216486,-7.319696947
NLA06608-0406,Clear Lake,45.18038118,-121.7044304,EPA Lakes,1,-74.60257951,-9.322609504
NLA06608-0407,,45.09335555,-97.75438416,EPA Lakes,1,-30.06943641,-3.246040553
NLA06608-0408,Mountian Lake,34.36882178,-97.28183273,EPA Lakes,1,-18.84803442,-3.199355764
NLA06608-0413,Rainey Pond,36.56057181,-77.7454141,EPA Lakes,1,-19.17920988,-2.719571853
NLA06608-0414,,46.13180055,-91.61045649,EPA Lakes,1,-30.2772455,-1.793119612
NLA06608-0418,Grassy Pond,42.76982559,-71.9999278,EPA Lakes,1,-40.66835225,-4.81023865
NLA06608-0421,Loughberry Lake,43.09504296,-73.76674325,EPA Lakes,1,-61.7174672,-8.864267026
NLA06608-0425,Koosharem Reservoir,38.60231182,-111.8406157,EPA Lakes,1,-95.65472282,-11.35091722
NLA06608-0426,Eight Point Lake,43.8382238,-85.07388127,EPA Lakes,1,-34.29109094,-3.42797463
NLA06608-0432,Arkabutla Lake,34.72092203,-90.07170002,EPA Lakes,1,-18.16504225,-2.999790153
NLA06608-0433,Lake Champlain,44.52251138,-73.29262702,EPA Lakes,1,-70.75253489,-10.23341332
NLA06608-0435,Chequamegon Flowage,45.16826567,-90.69813817,EPA Lakes,1,-42.93316376,-5.315436354
NLA06608-0436,Lake Catherine,34.45197764,-92.9382529,EPA Lakes,1,-21.95942835,-3.625760137
NLA06608-0439,,45.6434979,-99.23111059,EPA Lakes,1,-32.09506325,-2.923108181
NLA06608-0440,Perry Lake,36.23894258,-97.34810228,EPA Lakes,1,-18.34526219,-3.012793381
NLA06608-0442,,48.28610194,-101.9047579,EPA Lakes,1,-37.54948563,-2.046655836
NLA06608-0444,Enid View Drive Lake,34.16578918,-89.91161609,EPA Lakes,1,-2.566897115,1.014344981
NLA06608-0445,Belmont Lake,40.04075657,-81.01548859,EPA Lakes,1,-40.65441633,-6.173673766
NLA06608-0447,Greenbo Lake,38.47961378,-82.87603537,EPA Lakes,1,-28.53461032,-3.756573347
NLA06608-0449,Jump-off Joe Lake,48.13580369,-117.6915241,EPA Lakes,1,-98.5737005,-10.82485463
NLA06608-0452,Jim Baker Reservoir,39.80684554,-105.0360311,EPA Lakes,1,-89.10621164,-10.01802199
NLA06608-0453,Lake Minneola,28.57332363,-81.77025392,EPA Lakes,1,18.00412283,3.410067086
NLA06608-0454,Norton Reservoir,41.97098891,-71.19898937,EPA Lakes,1,-36.06677347,-5.062105534
NLA06608-0456,Lavon Lake,33.06325702,-96.47583806,EPA Lakes,1,-13.346007,-2.595313496
NLA06608-0458,Reed Bingham Lake,31.16378198,-83.54189637,EPA Lakes,1,1.305775133,1.718797919
NLA06608-0459,Lake George,34.2269109,-86.84234494,EPA Lakes,1,-11.58870314,-1.604086941
NLA06608-0462,Loon Lake,46.19906329,-89.29397704,EPA Lakes,1,-42.68722751,-4.013045021
NLA06608-0463,Belleville Lake,42.21176414,-83.52098213,EPA Lakes,1,-45.11132275,-5.620775933
NLA06608-0467,Swan Lake,43.54592149,-89.36445641,EPA Lakes,1,-52.85646034,-7.10217245
NLA06608-0468,Eagle Lake,39.43240936,-106.6003635,EPA Lakes,1,-113.526784,-15.27936399
NLA06608-0469,Starlight Lake,41.90973411,-75.33783928,EPA Lakes,1,-54.77050108,-7.816255762
NLA06608-0470,Mirror Lake,43.62308804,-71.2654292,EPA Lakes,1,-53.3362445,-7.363250881
NLA06608-0471,Enemy Swim Lake,45.44015743,-97.2623188,EPA Lakes,1,-41.06967906,-4.71382952
