"","Site_ID","Site_Name","Project","COUNT","d2H","d18O","OBJECTID","Dist_moved","h_ann","o_ann","fa_qs_ann","h_win","o_win","fa_qs_win","h_sum","o_sum","fa_qs_sum","elsl","el","es"
"257","NLA06608-0471","Enemy Swim Lake","EPA Lakes",1,-41.06967906,-4.71382952,"313563",0,-74.2725503450296,-10.2251824478185,0.0209999289363623,-116.794388856937,-15.6079779836446,0.00525713292881846,-60.0728675132036,-8.42765962015872,0.0157427899539471,5.515253759005,5.48291785352042,3.82772153678118
"258","NLA06608-0472","Coalgate Reservoir","EPA Lakes",1,-16.71174994,-3.082127653,"377819",1,-29.1803489244135,-5.06655884888505,0.0117105152457952,-42.3597324689118,-6.68210785535927,0.00461311405524611,-20.6141224167985,-4.01649703635824,0.00709740072488785,5.02036996877205,5.01216507802998,3.4870146886453
"259","NLA06608-0473","Tuckertown Reservoir","EPA Lakes",1,-27.41167642,-4.742543753,"49392",0,-40.0311383152034,-6.68962279275718,2.56416249275208,-47.4965711850091,-7.65397534482027,1.60788249969482,-27.4788307501541,-5.06816289724005,0.956280887126923,4.79758456855681,4.85252773127065,3.39349037128616
"260","NLA06608-0479","Anderson Lake","EPA Lakes",1,-18.66698897,-1.371963934,"151503",1,-54.2950137430016,-8.40843199993696,0.763956844806671,-69.1550468076857,-10.3432080510688,0.434135168790817,-34.735168331409,-5.86174303861452,0.329821646213531,5.17961380566273,5.20943977313184,3.6345849897835
"261","NLA06608-0480","Lake Timberline","EPA Lakes",2,-22.21889616,-2.296576296,"203873",4,-35.0395041284848,-6.36662334088826,0.366165310144424,-44.0627851201468,-7.66383624677573,0.209344953298569,-22.9940070763719,-4.63492786501511,0.156820371747017,4.96785695419569,4.94811055490424,3.45533144848295
"262","NLA06608-0483","Amistad Reservoir","EPA Lakes",1,-17.68839226,-2.180991959,"410229",0,-46.582926159709,-7.0457422107638,59.293872833252,-68.3505310391427,-9.90546292837633,16.0334777832031,-38.5153095227724,-5.98584799771755,43.2604141235352,4.24175199686051,4.43780895128225,3.12276585603116
"263","NLA06608-0484","Barrs Chapel Lake","EPA Lakes",1,-13.31323379,-1.045245789,"206912",3,-31.7234538479286,-5.55816174477093,0.0061094188131392,-37.2066969368372,-6.40009142338484,0.00387023319490254,-22.2461558313731,-4.10295954921111,0.00223918561823666,4.73575721499241,4.73909033895438,3.31481870297629
"264","NLA06608-0488","Bee Creek Lake","EPA Lakes",1,-20.32955537,-3.622682659,"357049",1,-38.6640986517614,-6.15383522729684,0.010973984375596,-59.0102405326293,-8.80005757121714,0.00373655557632446,-28.1597476055281,-4.78763888425993,0.00723742786794901,5.03806274918737,5.04108719746878,3.50723282942922
"265","NLA06608-0489","Bald Run Reservoir","EPA Lakes",1,-27.40606731,-3.283774449,"33587",4,-47.0137117320439,-7.80379156250398,0.0806898921728134,-53.943233640705,-8.73664230668569,0.0519536435604095,-34.4855197009577,-6.11724485795018,0.0287362392991781,5.0102749667081,5.02489408596502,3.51007375567474
"266","NLA06608-0491","Mud Lake","EPA Lakes",1,-27.15008526,-2.707675136,"130923",2,-50.2323068829294,-7.68311051153531,0.0309652574360371,-69.7414474810651,-10.309110639323,0.0151432007551193,-31.5602336915261,-5.16978098696283,0.0158220585435629,5.36409673905014,5.36066610128415,3.73535658780604
"267","NLA06608-0493","Manassas","EPA Lakes",1,-37.49964174,-5.797367443,"31761",1,-45.9528988882011,-7.59724365755788,0.0316361822187901,-53.0949866930277,-8.56168511174118,0.0203271880745888,-33.115469102584,-5.86372182200342,0.0113089950755239,5.0391759076027,5.03398751424482,3.51509798964905
"268","NLA06608-0494","Pine Mountian Lake","EPA Lakes",1,-52.74952789,-6.347138087,"174063",5,-82.4446722500414,-11.5250339262371,0.006123720202595,-118.92979724577,-16.1520507841411,0.0020290925167501,-64.364470846324,-9.23211792396236,0.00409462722018361,5.46301845782879,5.44627982508321,3.80271289461153
"269","NLA06608-0495","Morrow Point Reservoir","EPA Lakes",1,-111.2208026,-14.82701393,"414358",0,-101.785291757936,-14.0745605078501,1.16430497169495,-131.924556141885,-17.8711277133925,0.586303055286407,-71.2132621929998,-10.2234657143019,0.578002035617828,4.91234948326792,5.29344505624425,3.7202788888306
"270","NLA06608-0496",NA,"EPA Lakes",1,-59.62369176,-4.275168448,"277368",10,-111.500470023096,-14.5232009139415,0.00269178627058864,-144.879852978448,-18.7928370012805,0.000747561862226576,-98.6659856995713,-12.8815101910344,0.00194422411732376,5.29701909182641,5.30657034171397,3.71276925975669
"271","NLA06608-0497","Lamont Reservoir","EPA Lakes",1,-116.187331,-15.04037659,"421157",1,-113.052251367732,-15.3850082243344,0.00498283747583628,-125.092567679137,-16.9889041307001,0.00361535418778658,-81.2200891969347,-11.1446320185889,0.0013674832880497,4.80791707208514,4.8530461411264,3.41143106966469
"272","NLA06608-0498","Roseland Lake","EPA Lakes",1,-43.19412598,-6.472286228,"14318",0,-53.9753672981052,-8.22391540397844,0.0325645096600056,-64.4063547518081,-9.55849798051452,0.0190762244164944,-39.2229867846575,-6.33644157964071,0.0134882880374789,5.59463487147889,5.60083221198704,3.89446187187545
"273","NLA06608-0500","Gillam Lake","EPA Lakes",1,-18.15981772,-3.112382683,"374498",0,-30.5284682439289,-5.23020949808304,0.248885810375214,-40.8978246770265,-6.55987396738882,0.117554076015949,-21.2469276623145,-4.04003674395319,0.131331756711006,4.84190310782821,4.88902595013684,3.40866686480016
"274","NLA06608-0501","Alpine Lake","EPA Lakes",1,-22.16473988,-3.397814613,"446514",3,-59.8188735616845,-8.64772587034046,0.00322427228093147,-61.8045272330037,-8.89704181307914,0.00286733126267791,-43.8680144303956,-6.64496142388655,0.00035694072721526,6.47163458257649,6.66373415276858,4.59893030989166
"275","NLA06608-0502","Squaw Lake","EPA Lakes",1,-32.83508901,-3.152733561,"138729",2,-64.2304052461416,-9.54572794523777,0.00794176943600178,-84.4516827255051,-12.2425097193966,0.00411707023158669,-42.4633550533215,-6.64279782887982,0.00382469920441508,5.54210231071927,5.54195852922568,3.86111041298682
"276","NLA06608-0503","Rehfeldt Slough","EPA Lakes",1,-21.26865399,-1.400131091,"324075",6,-66.9337698325957,-9.45443128929306,0.0063568651676178,-105.807798745226,-14.4601715397628,0.00210553966462612,-47.6807552269511,-6.97525355358522,0.00425132596865296,5.1807925850866,5.20347683581169,3.63515556414835
"277","NLA06608-0508","Grittman Lake","EPA Lakes",1,2.100796454,1.875887324,"212831",0,-26.0632895568523,-4.5184154086504,0.00840739719569683,-32.5856584486491,-5.42540567694139,0.00427871430292726,-19.3038998599187,-3.57846535201347,0.00412868335843086,4.66651971222046,4.66991213657247,3.26443841566876
"278","NLA06608-0509","Beaver Run Reservoir","EPA Lakes",1,-48.73401048,-7.303944873,"148194",0,-58.0788719020554,-8.94598308445572,0.0119463121518493,-73.6501749963486,-10.9814277123532,0.0064561958424747,-39.7675398746863,-6.55236805356704,0.00549011677503586,5.53775844136752,5.54176085256734,3.85580922468224
"279","NLA06608-0510","Cavanaugh Lake","EPA Lakes",1,-49.37339586,-4.956251248,"258905",3,-84.3979446377049,-11.1090737852112,0.00807905662804842,-133.433305172368,-17.2924296352295,0.00187625084072351,-69.5655309421434,-9.23870554993553,0.00620280625298619,5.4540703819577,5.45661776591056,3.80769981548495
"280","NLA06608-0511","Silver Jack Reservoir","EPA Lakes",1,-105.7312462,-14.19285435,"414452",0,-107.25426979222,-14.8032261862729,0.0178679767996073,-136.979698379354,-18.526500305839,0.00914912391453981,-76.061920971147,-10.8962123493719,0.00871885195374489,5.19260754776737,5.36286672266187,3.76887387174301
