"","Site_ID","Site_Name","Project","COUNT","d2H","d18O","OBJECTID","Dist_moved","h_ann","o_ann","fa_qs_ann","h_win","o_win","fa_qs_win","h_sum","o_sum","fa_qs_sum","elsl","el","es"
"11","NLA06608-0013","Mirror Lake","EPA Lakes",2,-34.69984004,-5.529097594,"25243",1,-43.2156826977251,-7.09157588839937,0.0726000219583511,-53.5709074613596,-8.46301880915385,0.0372756719589233,-32.2884403735419,-5.64437326459726,0.0353243537247181,5.53268654926896,5.53743597494003,3.8474048169269
"12","NLA06608-0014","Unnamed Lake","EPA Lakes",2,-39.78512448,-2.727732904,"243199",0,-87.2984505889528,-11.538577478231,0.00362345553003252,-136.279646837473,-17.706973541947,0.00083106680540368,-72.7207356041336,-9.70274749885706,0.00279238843359053,5.3455059898806,5.35574847975246,3.74097632382849
"13","NLA06608-0015","Caballo Reservoir","EPA Lakes",2,-71.77970337,-8.844361215,"409817",0,-72.404969654548,-10.2644425483608,9.14218902587891,-103.006754021556,-14.2303889902626,3.55734634399414,-52.9126962124499,-7.73828944755321,5.58483171463013,4.41103624454975,4.76114276393788,3.35072513275214
"14","NLA06608-0016","Lake Maloney","EPA Lakes",2,-73.68196176,-8.259633765,"330149",0,-70.9564399616824,-9.85472313378502,0.018361235037446,-114.407276346042,-15.4598440689598,0.00509289931505919,-54.2783270954264,-7.70326139279609,0.0132683347910643,4.93022173639409,4.92054706078187,3.44097052091203
"15","NLA06608-0019","Doyles Lake","EPA Lakes",2,-40.13151169,-4.127680163,"301479",2,-84.5114324431791,-11.2408004929463,0.00760631402954459,-130.680882617993,-17.0844471705313,0.00209274236112833,-66.9872686545886,-9.0227756187679,0.00551357120275497,5.4365202829932,5.43571756107973,3.79474882323925
"16","NLA06608-0020","Mill Creek Lake","EPA Lakes",2,-41.33852147,-5.437562409,"156280",0,-43.7808313171343,-7.06137163308683,0.0151571333408356,-54.7078659799625,-8.52335985240793,0.00951741635799408,-25.340692368164,-4.59416175210452,0.00563971744850278,4.99909488286585,4.9979012299023,3.48995732019226
"17","NLA06608-0021","Canandaigua Lake","EPA Lakes",2,-58.24434477,-7.557910136,"144480",0,-70.4451018037304,-10.5009696906248,0.17126339673996,-86.3969676044482,-12.5869248904002,0.0977431908249855,-49.2375003002214,-7.72774207803082,0.0735202208161354,5.72526654488213,5.81481504408953,4.0423675594624
"18","NLA06608-0023","Birdbath Lake","EPA Lakes",2,-10.2677679,-1.841495944,"394641",4,-22.1746495195022,-3.94365570971239,0.0158980693668127,-25.7513059986997,-4.59606252464711,0.00644492264837027,-19.7361701286049,-3.49886042400085,0.00945314671844244,4.66940258663163,4.67041782299031,3.26014259674692
"19","NLA06608-0024","Lake Palestine","EPA Lakes",2,-11.95399369,-2.136186183,"380364",0,-22.2916766801588,-3.99932352481234,0.96355015039444,-29.4653518939943,-5.09002447905128,0.411225289106369,-16.9506132076286,-3.18725590442777,0.552325129508972,4.87002848790115,4.85319571752185,3.38003408839295
"20","NLA06608-0025","Kings Mountian #1 Lake","EPA Lakes",2,-18.70755881,-2.651522169,"53218",3,-33.9324106694041,-5.85033264261829,0.00571383908390999,-39.4668803590875,-6.57796825772433,0.00375861767679453,-23.2932346227081,-4.45156233440229,0.00195522094145417,4.76279503080167,4.76274408220967,3.33221899220267
"21","NLA06608-0029","Red Mill Pond","EPA Lakes",2,-25.81023782,-3.533270215,"23912",-1,-38.579213144822,-6.54324671138114,0.00028581079095602,-45.0625702282003,-7.42304590032553,0.000176127650775015,-28.1683212338417,-5.13047681160363,0.00010968315473292,5.86275944658712,5.86146245996859,4.07161159268334
"22","NLA06608-0031","Caldwell Lake","EPA Lakes",2,-31.25819109,-4.770820229,"149288",2,-50.8543045180812,-8.01964804775118,0.0536684468388557,-64.8229254473375,-9.81097291197685,0.0304760336875916,-32.4988045456659,-5.66575256440415,0.0231924150139093,5.28947403724309,5.30279434117697,3.69413207631773
"23","NLA06608-0033","Swamp","EPA Lakes",2,-76.93035939,-9.459110256,"429229",3,-93.6702044101019,-12.5779638921985,0.105007171630859,-96.1776315615947,-12.9117780220724,0.0932165011763573,-73.8467598221597,-9.9388665842741,0.0117906583473086,5.87912894565149,5.9204357140151,4.11779098936878
"24","NLA06608-0036","Whoople Cat Lake","EPA Lakes",2,-23.31797885,-3.056509775,"161375",1,-32.5450256490721,-5.64524376988757,0.0309834815561771,-39.2070788450555,-6.70835529189884,0.0193614084273577,-21.4465927716594,-3.87419015106215,0.0116220694035292,4.84392223790822,4.84184454893056,3.38153335761029
